SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,LOI,Li,Rb,Cs,Be,Ta,Nb,Sn,W,Ba,Sr,Y,Zr,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Source_Sheet,Li_Class,Li_Label,Total_Majors,ilr_SiO2_vs_rest,ilr_TiO2_vs_rest,ilr_Al2O3_vs_rest,ilr_Fe2O3_vs_rest,ilr_FeO_vs_rest,ilr_MgO_vs_rest,ilr_CaO_vs_rest,ilr_Na2O_vs_rest,ilr_K2O_vs_rest,ilr_P2O5_vs_rest,ilr_MnO_vs_rest,Rb_Sr,Ta_Nb,Rb_Cs,La_Yb,Ce_Yb,Sn_W,RowID_unlabelled,Pred_Class,Pred_Label,Conf_Max,Prob_poor,Prob_moderate,Prob_enriched
72.93,0.05,14.89,1.044676594798844,0.94,0.21,1.19,3.77,4.11,0.19,0.04,0.61,,276.7,,,1.27,7.9,,,90.1,43.3,11.5,35.9,1.65,3.87,2.24,6.46,13.32,1.6,6.05,1.89,0.19,2.01,0.39,2.17,0.37,0.87,0.13,0.86,0.13,"Shi, Q et al 2021",,,99.97467659479884,4.484049896679415,-2.728785595452361,2.9877701534377525,0.5222730801486689,0.4793292875144658,-1.0653773688046355,0.6395887500252745,2.072562288826265,2.775372522854455,0.1599148288715044,-1.926568642490948,6.390300230946882,0.160759493670886,,7.511627906976744,15.488372093023257,,755,0,poor,0.9351917,0.9351917,0.0484256,0.01638266
72.75,0.07,15.12,0.6112469437652812,0.55,0.22,0.67,4.62,4.55,0.15,0.02,0.63,,474.7,,,3.97,13.3,,,140.6,50.4,12.2,33.5,1.35,4.06,12.67,6.29,12.63,1.46,5.39,1.81,0.36,2.07,0.42,2.33,0.38,0.84,0.12,0.66,0.08,"Shi, Q et al 2021",,,99.96124694376527,4.641860134896966,-2.2004262960144243,3.233378141031248,0.212139683647637,0.1276710702012432,-0.8422852527749622,0.2233372831019321,2.432312019754627,3.122471956807487,0.236709909466343,-2.439509588666651,9.418650793650794,0.2984962406015037,,9.53030303030303,19.13636363636364,,756,0,poor,0.93914664,0.93914664,0.042820487,0.018032866
73.99,0.05,14.3,0.5334518781951544,0.48,0.21,0.67,4.32,4.85,0.14,0.03,0.58,,338.0,,,2.49,13.5,,,165.7,53.6,13.0,39.1,1.49,4.5,9.46,7.16,14.28,1.63,6.18,1.84,0.33,1.96,0.38,2.28,0.39,1.05,0.16,1.06,0.15,"Shi, Q et al 2021",,,100.15345187819514,4.698125011440683,-2.509412234111869,3.187679241524788,0.0757979592500792,-0.0269259138320325,-0.9240062794879228,0.1776037841812411,2.301236128947278,3.104508827624273,0.0486057801902488,-2.0943305881668,6.3059701492537314,0.1844444444444444,,6.754716981132075,13.471698113207546,,757,0,poor,0.9285692,0.9285692,0.052499946,0.018930838
73.77,0.07,14.45,0.7890642364969993,0.71,0.09,0.81,3.99,4.93,0.05,0.01,0.37,,430.0,,,0.78,8.6,,,187.0,72.0,6.0,31.4,1.5,5.7,5.17,9.86,20.0,2.36,9.1,2.71,0.56,2.57,0.36,1.37,0.17,0.38,0.05,0.27,0.04,"Shi, Q et al 2021",,,100.03906423649698,4.884020914913769,-1.9497552685933368,3.4627297442409906,0.7874719525691386,0.7800365436855987,-1.3302380866409178,0.8329799996065134,2.8029068871274108,3.862811540682136,-0.1600505121244453,-2.5533045423387044,5.972222222222222,0.0906976744186046,,36.51851851851851,74.07407407407408,,758,0,poor,0.9587615,0.9587615,0.023030307,0.018208234
76.66,0.03,13.46,0.8446321404756613,0.76,0.13,0.77,4.93,1.89,0.05,0.02,0.35,,101.3,,,0.04,0.2,,,19.4,23.1,9.4,33.7,1.68,3.04,10.57,3.09,5.95,0.68,2.14,0.64,0.14,0.77,0.19,1.29,0.28,0.93,0.18,1.43,0.2,"Shi, Q et al 2021",,,99.89463214047564,4.970835714955755,-2.7836114503141527,3.359186262821343,0.8191656885777188,0.8159738623701283,-0.9650592288327108,0.8067657074067,3.063940064547735,2.8484464334349724,-0.4203403668926067,-2.0238816520233374,4.385281385281385,0.1999999999999999,,2.160839160839161,4.160839160839161,,759,0,poor,0.95669913,0.95669913,0.026445348,0.01685552
74.34,0.02,15.35,0.5890197821738165,0.53,0.09,0.72,5.58,2.52,0.11,0.02,0.81,,285.5,,,3.58,14.4,,,6.3,13.2,12.9,20.0,1.25,3.6,23.51,3.36,7.05,0.67,2.12,0.88,0.07,0.96,0.25,1.77,0.35,1.12,0.2,1.4,0.19,"Shi, Q et al 2021",,,100.6790197821738,4.888382852673714,-3.266958593852189,3.390724181856928,0.3327568075422813,0.264438033207427,-1.609784868492769,0.3731909356567821,2.746453881897742,2.62775076075288,-0.119129214766209,-2.6172157251140997,21.62878787878788,0.2486111111111111,,2.4,5.035714285714286,,760,0,poor,0.9590333,0.9590333,0.020791337,0.020175364
71.28,0.22,15.69,1.5447877306068014,1.39,0.54,1.41,3.8,3.7,0.09,0.02,0.87,,181.0,,,0.53,5.2,,,493.8,226.2,12.3,89.8,2.67,10.4,2.23,23.09,46.72,5.31,19.27,4.06,1.08,3.29,0.47,2.32,0.41,1.03,0.16,0.96,0.13,"Shi, Q et al 2021",,,100.5547877306068,4.26648500242384,-1.389194794195184,2.962159777836907,0.8530396626137813,0.8543833386059343,-0.0346888968968014,1.0103373032850114,2.3458370305054133,2.997668744757973,-0.312149151387473,-2.6677448431224398,0.8001768346595933,0.1019230769230769,,24.052083333333336,48.66666666666666,,761,0,poor,0.96439695,0.96439695,0.018832749,0.01677032
76.26,0.12,12.49,1.2669482107134915,1.14,0.17,0.5,2.12,6.2,0.09,0.05,0.32,,254.3,,,1.05,12.1,,,51.8,34.8,45.2,80.7,3.1,15.95,11.73,10.23,26.17,3.17,11.13,3.51,0.27,4.08,0.95,6.71,1.43,4.42,0.74,4.83,0.67,"Shi, Q et al 2021",,,100.72694821071347,4.642266445008846,-1.6840964106273129,3.0346235141021407,0.9656852122162812,0.9821113859829655,-0.9214142895485794,0.0915446835243416,1.727189715563912,3.468939822387255,-0.2779046789507801,-1.3126008968904943,7.307471264367817,0.0867768595041322,,2.1180124223602483,5.418219461697723,,762,0,poor,0.95558167,0.95558167,0.027586602,0.016831737
71.7,0.12,14.92,0.8112913980884641,0.73,0.19,1.55,3.23,5.46,0.13,0.01,0.95,,337.3,,,1.26,7.3,,,406.8,118.8,8.2,87.2,3.05,32.53,22.16,38.9,79.97,9.21,34.42,7.81,1.13,5.16,0.54,2.1,0.26,0.6,0.07,0.39,0.06,"Shi, Q et al 2021",,,99.80129139808848,4.524976986831376,-1.747913321274419,3.1514617996673384,0.4349786862377485,0.3803467487408644,-1.0146816692674892,1.0987365691086834,2.1665629501383425,3.403200017763864,0.2351599246413012,-3.220077230739459,2.839225589225589,0.1726027397260274,,99.74358974358974,205.05128205128204,,763,0,poor,0.9535386,0.9535386,0.026479896,0.019981531
72.8,0.09,15.18,1.0335630140031118,0.93,0.25,0.7,3.66,4.67,0.14,0.01,0.85,,366.9,,,1.82,15.4,,,186.8,51.8,15.2,73.8,2.88,7.95,4.41,10.98,22.17,2.62,9.67,3.14,0.37,3.06,0.58,3.0,0.47,1.06,0.14,0.84,0.11,"Shi, Q et al 2021",,,100.31356301400312,4.572197507193077,-2.0138776684063333,3.1788813706952626,0.704138854690139,0.6855456924134109,-0.6273837604727612,0.385561084555302,2.321596569134708,3.278564097909547,0.341076505913809,-3.141428829911239,7.083011583011583,0.1181818181818181,,13.071428571428571,26.392857142857142,,765,0,poor,0.92780745,0.92780745,0.053316783,0.018875703
73.43,0.09,14.81,0.9446543676372526,0.85,0.16,0.63,3.87,4.47,0.17,0.03,0.75,,324.4,,,4.13,12.9,,,234.8,74.1,16.4,41.7,1.47,3.69,2.7,7.96,17.05,1.78,7.11,1.94,0.49,2.18,0.44,2.77,0.49,1.35,0.2,1.23,0.18,"Shi, Q et al 2021",,,100.20465436763727,4.543594560130027,-2.0542478104171438,3.1082395601265334,0.5559274001000036,0.5174896994291376,-1.2063280712307267,0.0740113023462341,2.120200845111788,2.903599015001783,0.1021952782801139,-2.2760889235617467,4.377867746288799,0.3201550387596899,,6.471544715447155,13.86178861788618,,766,0,poor,0.93908983,0.93908983,0.043364804,0.017545344
73.03,0.14,14.21,1.3558568570793508,1.22,0.28,0.87,3.45,5.04,0.12,0.04,0.51,,354.0,,,1.5,12.6,,,274.0,107.0,15.8,64.9,2.42,14.2,20.2,19.2,39.6,4.76,18.0,4.52,0.49,3.97,0.62,3.1,0.51,1.2,0.17,1.03,0.15,"Shi, Q et al 2021",,,100.26585685707938,4.402196508465539,-1.740014653136313,2.946310997643315,0.8020416950262041,0.7965570787745941,-0.6699586649725044,0.449204297107074,2.09040486480978,3.1363693585385306,-0.1421956124921186,-1.7999624238739116,3.308411214953271,0.119047619047619,,18.640776699029125,38.44660194174757,,767,0,poor,0.9571228,0.9571228,0.02606847,0.016808748
70.8,0.33,15.66,2.3227383863080684,2.09,0.94,2.48,4.03,3.22,0.08,0.03,0.43,,245.0,,,1.23,12.1,,,615.0,262.0,11.7,80.6,2.54,13.0,4.94,26.4,52.4,6.17,23.6,4.91,0.96,3.97,0.51,2.51,0.39,1.05,0.13,0.82,0.12,"Shi, Q et al 2021",,,102.41273838630808,4.099773965861659,-1.1394756185751955,2.808819560251774,1.116231255588333,1.15281455382319,0.468094317470179,1.6165851772881927,2.52271864489904,2.997718267043032,-0.2861531970350631,-1.882733907994452,0.9351145038167938,0.1016528925619834,,32.19512195121951,63.90243902439025,,768,0,poor,0.96449906,0.96449906,0.018255306,0.017245686
72.09,0.2,15.11,1.333629695487886,1.2,0.32,0.78,3.42,5.2,0.07,0.03,0.88,,334.7,,,1.2,8.6,,,415.3,103.8,9.4,73.5,2.62,14.44,4.84,23.76,48.01,5.74,21.76,5.14,0.75,3.84,0.48,2.28,0.33,0.7,0.1,0.64,0.09,"Shi, Q et al 2021",,,100.63362969548788,4.376675375318545,-1.380300521916688,3.0327542332735904,0.8160201723855218,0.8124071822603511,-0.4895724668494156,0.3967419823836187,2.138475882823248,3.244600889710861,-0.6875427055767687,-2.3891190239616216,3.224470134874759,0.1395348837209302,,37.125,75.015625,,769,0,poor,0.9615718,0.9615718,0.021462616,0.016965654
73.61,0.25,14.62,1.67815070015559,1.51,0.54,1.34,3.45,3.46,0.11,0.03,0.77,,192.7,,,0.95,7.4,,,419.3,216.7,12.1,88.1,2.86,10.26,2.17,23.01,46.2,5.34,19.96,4.01,0.91,3.3,0.45,2.26,0.41,1.09,0.16,0.95,0.14,"Shi, Q et al 2021",,,101.36815070015558,4.2544372719824,-1.30205469505551,2.849294739372431,0.8895993666512827,0.8958381464156572,-0.0762616063463135,0.9053676457900016,2.1661742861188262,2.7998610951449563,-0.2639844346481467,-2.2946980707355387,0.889247808029534,0.1283783783783783,,24.22105263157895,48.631578947368425,,770,0,poor,0.96448255,0.96448255,0.018745674,0.016771808
71.67,0.23,15.41,1.6448099577683928,1.48,0.6,1.59,3.53,3.74,0.07,0.03,0.6,,214.0,,,0.83,8.8,,,442.7,189.4,13.3,57.5,1.84,7.39,1.61,15.32,30.6,3.58,13.05,2.92,0.75,2.62,0.41,2.39,0.39,1.17,0.2,1.23,0.17,"Shi, Q et al 2021",,,100.59480995776838,4.26326091555146,-1.3518279932138255,2.9376331011951846,0.9112612837670926,0.9204004516767982,0.0875783098309205,1.1712006505679295,2.326125487921153,3.06974262701448,-0.5311867733323091,-2.1183026052494203,1.1298838437170011,0.0943181818181818,,12.455284552845528,24.87804878048781,,771,0,poor,0.96275705,0.96275705,0.02047959,0.016763402
74.95,0.14,15.12,1.078017337186041,0.97,0.29,0.87,3.62,3.92,0.08,0.03,0.74,,364.8,,,2.7,9.3,,,301.4,127.6,8.3,59.1,2.3,11.9,6.6,19.2,38.9,4.5,16.3,3.7,0.5,2.7,0.4,1.6,0.3,0.7,0.1,0.6,0.1,"Shi, Q et al 2021",,,101.80801733718604,4.504122347533627,-1.6555780335256225,3.1050892777175862,0.6705034017596538,0.6474066736895193,-0.5565965808183421,0.5448955090874491,2.2613793913520364,3.0113627585963414,-0.5077768960564718,-2.266597414860885,2.858934169278997,0.2903225806451613,,32.0,64.83333333333333,,772,0,poor,0.919538,0.919538,0.0639975,0.016464496
74.73,0.17,14.77,1.178039564347633,1.06,0.26,0.81,3.32,4.73,0.11,0.03,0.74,,353.9,,,1.8,13.9,,,383.2,123.6,10.8,75.3,2.9,19.2,7.7,30.2,60.4,7.0,25.9,5.5,0.6,4.1,0.5,2.3,0.4,0.8,0.1,0.6,0.1,"Shi, Q et al 2021",,,101.90803956434765,4.450188961894797,-1.507943466069579,3.0389598875045363,0.715519826254061,0.698450501171883,-0.7114422800090318,0.4030220649187526,2.070793894839058,3.082101709761932,-0.2477605134145107,-2.2665974148608847,2.86326860841424,0.1294964028776978,,50.333333333333336,100.66666666666669,,773,0,poor,0.95419884,0.95419884,0.025910703,0.019890463
74.79,0.04,15.12,0.4556568126250277,0.41,0.1,1.48,5.34,1.68,0.11,0.01,0.47,,84.1,,,0.32,2.3,,,268.0,424.7,3.8,31.1,1.31,2.38,1.33,6.19,12.95,1.53,5.7,1.46,0.59,1.3,0.18,0.81,0.12,0.3,0.05,0.25,0.03,"Shi, Q et al 2021",,,100.00565681262503,4.9547712962049255,-2.4735843854118067,3.5212773455259936,0.2224400611665051,0.1393506004833877,-1.3631319041729322,1.3389367619535228,3.074498772014721,2.633828356486744,0.3860571152309531,-2.722465477738305,0.1980221332705439,0.1391304347826087,,24.76,51.8,,774,0,poor,0.9567712,0.9567712,0.021541275,0.021687513
74.0,0.02,15.29,0.2111580351189153,0.19,0.12,1.06,5.56,1.95,0.03,0.01,0.83,,85.7,,,0.44,3.6,,,201.8,159.4,3.4,29.8,1.4,3.06,1.21,5.8,11.74,1.38,5.18,1.44,0.28,1.41,0.17,0.77,0.11,0.26,0.03,0.17,0.03,"Shi, Q et al 2021",,,99.27115803511892,5.198136755156671,-2.922832379599015,3.7670417211636873,-0.3304347156861487,-0.4875504705362346,-1.0593264356880845,1.1330507820508686,3.240648510645567,2.973800114352846,-0.9069709465025628,-3.12459215875546,0.5376411543287327,0.1222222222222222,,34.11764705882353,69.05882352941177,,775,0,poor,0.9465643,0.9465643,0.023181539,0.030254204
72.0,0.09,15.73,1.0002222716159146,0.9,0.25,0.82,3.58,4.75,0.09,0.01,0.13,,277.1,,,0.31,6.0,,,325.5,157.2,5.9,47.8,1.93,5.48,14.05,7.05,15.42,1.79,6.74,2.18,0.61,2.14,0.31,1.32,0.2,0.46,0.06,0.36,0.05,"Shi, Q et al 2021",,,99.35022227161592,4.752791407624218,-1.804457796415056,3.447919900575889,0.932404318325482,0.9443743994208296,-0.2930970565995328,0.95442016025401,2.816695049864957,3.962865990223056,0.7468901646153352,-1.8136930840611307,1.7627226463104329,0.0516666666666666,,19.58333333333333,42.833333333333336,,777,0,poor,0.93963724,0.93963724,0.043895688,0.016467
78.36,0.01,12.79,0.144476550344521,0.13,0.04,1.86,4.07,2.5,0.03,0.01,,,103.7,,,0.11,0.2,,,967.7,726.3,7.6,16.3,0.87,2.92,5.66,3.5,6.99,0.79,2.87,1.16,0.13,1.42,0.27,1.41,0.23,0.56,0.09,0.63,0.08,"Shi, Q et al 2021",,,99.94447655034452,7.72182542499509,-0.9452915836834598,6.495743771577109,2.5072027871482865,2.730028019513878,1.8792719232276025,6.429493806536177,8.749984540764448,10.73343554289564,9.762508940073602,15.355489095128686,0.1427784661985405,0.5499999999999999,,5.555555555555555,11.095238095238097,,778,0,poor,0.9650685,0.9650685,0.017706063,0.017225465
77.0,0.01,13.33,0.2000444543231829,0.18,0.06,1.11,4.24,4.15,0.03,0.02,,,193.7,,,1.23,1.1,,,314.1,255.3,7.2,16.4,1.06,2.55,5.98,4.27,8.53,0.93,3.17,1.21,0.09,1.28,0.26,1.39,0.22,0.55,0.1,0.74,0.1,"Shi, Q et al 2021",,,100.3300444543232,7.54644898510565,-1.1190441231546508,6.347243547657228,2.6424750384730493,2.883412335068084,2.1428408805154207,5.731701217505178,8.518264460203739,10.972258105989685,9.47953278857016,15.845618166862955,0.7587152369761064,1.1181818181818182,,5.77027027027027,11.527027027027026,,779,0,poor,0.9656084,0.9656084,0.017431654,0.016959962
71.38,0.29,16.14,1.7226050233385195,1.55,0.72,2.1,3.68,4.01,0.09,0.02,,,91.3,,,0.4,4.7,,,698.7,800.5,8.3,120.6,3.8,10.4,3.9,19.3,39.5,4.7,18.3,3.6,0.8,2.6,0.3,1.7,0.3,0.8,0.1,0.6,0.1,"Shi, Q et al 2021",,,101.70260502333852,6.43727146713166,1.2770492583169302,5.648413534344759,3.941930456505893,4.356856281895393,4.202669920415358,6.145275925595113,8.153584745542373,10.625396581434575,10.376545966032852,15.845618166862955,0.1140537164272329,0.0851063829787234,,32.16666666666667,65.83333333333334,,780,0,poor,0.95735884,0.95735884,0.025964178,0.016676947
72.05,0.7,12.69,5.245610135585685,4.72,1.25,1.47,2.5,2.33,0.07,0.14,1.6,,121.6,,,0.85,12.8,,,444.6,230.2,28.6,232.5,6.59,15.0,2.81,39.4,80.3,8.79,32.2,6.2,1.57,5.45,0.81,4.98,0.98,2.99,0.44,3.05,0.44,"Shi, Q et al 2021",,,104.76561013558566,3.7811780315449424,-0.7181441864760489,2.260283545661006,1.5900625347850348,1.6900887230337989,0.5164238668775847,0.7886332613789774,1.5595822654232216,1.9320951895709748,-1.560492693631503,-1.7225944867412304,0.5282363162467419,0.06640625,,12.918032786885249,26.327868852459016,,782,0,poor,0.9661651,0.9661651,0.016940901,0.016893951
72.75,0.64,12.42,5.401200266725939,4.86,1.17,1.21,2.07,2.75,0.03,0.11,0.9,,146.4,,,0.85,13.3,,,499.8,130.0,30.7,195.5,5.59,14.1,2.28,37.7,77.8,8.57,31.4,6.19,1.27,5.58,0.89,5.46,1.09,3.26,0.49,3.14,0.44,"Shi, Q et al 2021",,,104.31120026672596,3.9645365413966296,-0.6214115235361369,2.4390155067017467,1.843704430624688,1.9776915995160864,0.7455082937738994,0.9189224610687216,1.7257496018139027,2.5559285046697098,-1.918963073693707,-1.4862779239684396,1.1261538461538465,0.0639097744360902,,12.006369426751592,24.777070063694264,,783,0,poor,0.96616423,0.96616423,0.016940683,0.016895114
66.44,0.81,18.17,6.679262058235163,6.01,1.35,0.44,1.0,3.69,0.08,0.12,0.6,,173.0,,,0.95,16.7,,,610.0,91.7,37.7,196.7,5.84,17.4,2.23,39.9,82.1,9.37,34.7,7.35,1.43,6.42,1.0,6.57,1.38,4.34,0.7,4.49,0.66,"Shi, Q et al 2021",,,105.38926205823516,3.8427534908930543,-0.4125963617624317,2.8226049771162938,2.0942973912714105,2.261837308448068,0.9987746392297336,-0.0463211548713425,0.8611525644511107,2.619350754256329,-0.988111150814757,-1.1380444617808732,1.886586695747001,0.0568862275449101,,8.886414253897549,18.285077951002226,,784,0,poor,0.9610973,0.9610973,0.019748308,0.019154407
73.94,0.39,14.22,2.8450766837074903,2.56,0.67,1.06,2.94,2.15,0.07,0.14,1.12,,100.7,,,1.11,15.9,,,499.0,114.2,40.9,231.3,7.93,13.5,4.02,34.2,71.8,8.15,30.4,6.64,1.23,6.26,1.09,6.88,1.41,4.43,0.78,5.07,0.78,"Shi, Q et al 2021",,,102.1050766837075,4.060146406063872,-1.0531906437295753,2.626442674178155,1.2297869561171504,1.2815746153458976,0.0319458047214542,0.5403303706549302,1.802318796290296,1.9654295661146688,-1.4148807575172213,-1.4703872152028208,0.8817863397548161,0.0698113207547169,,6.745562130177515,14.161735700197235,,785,0,poor,0.96267825,0.96267825,0.018822493,0.018499276
67.98,0.51,16.83,4.389864414314292,3.95,1.39,0.56,2.15,2.95,0.09,0.07,2.2,,141.1,,,0.99,12.4,,,510.7,98.1,29.0,139.2,4.06,13.4,2.5,31.9,59.4,6.88,24.9,5.05,1.09,4.7,0.74,4.65,1.0,3.12,0.52,3.33,0.51,"Shi, Q et al 2021",,,103.0698644143143,3.837586022237764,-0.927493361385518,2.6602600916580004,1.5488774731421948,1.6433892526747318,0.7695287441546338,-0.0853748302179829,1.3995134643502856,2.1720389966032667,-1.2023273620198731,-2.437904351243577,1.438328236493374,0.0798387096774193,,9.57957957957958,17.83783783783784,,786,0,poor,0.96586657,0.96586657,0.017235452,0.016897961
65.66,0.73,17.51,5.0900200044454325,4.58,1.45,0.82,1.88,3.79,0.06,0.07,2.38,,166.1,,,1.3,15.8,,,581.5,86.7,36.2,204.4,6.0,22.2,3.74,38.3,74.8,8.48,31.0,6.07,1.26,5.67,0.94,6.15,1.34,4.33,0.66,4.22,0.66,"Shi, Q et al 2021",,,104.02002000444544,3.725363387818688,-0.6378703338391433,2.644168866656016,1.6458352202965054,1.7533290040967566,0.7822816840422997,0.3011885769262819,1.2965373621525045,2.4833764361009774,-1.56549415876044,-2.493513439864639,1.9158016147635524,0.0822784810126582,,9.075829383886257,17.725118483412324,,787,0,poor,0.9617743,0.9617743,0.019401165,0.01882453
71.63,0.67,13.61,5.223382973994221,4.7,1.1,0.74,0.24,3.98,0.09,0.06,1.83,,198.1,,,1.22,13.3,,,407.1,46.1,36.9,256.5,6.82,17.1,3.42,38.4,76.1,8.72,33.3,6.47,1.07,5.7,0.96,6.12,1.25,3.84,0.63,4.13,0.57,"Shi, Q et al 2021",,,103.87338297399424,4.042456442936376,-0.4717369102474505,2.652645559330307,1.9499965575365932,2.0982155427159506,0.8541988214205604,0.5764505017584545,-0.5529140679486743,2.529049892232804,-1.0642202014020772,-2.416697714225221,4.297180043383948,0.0917293233082706,,9.297820823244551,18.426150121065373,,788,0,poor,0.96504265,0.96504265,0.01775679,0.017200578
65.58,0.62,19.09,4.556568126250277,4.1,1.33,0.74,1.52,3.53,0.08,0.09,2.18,,151.8,,,0.98,13.0,,,648.9,104.2,36.2,162.9,4.62,17.9,3.28,43.1,82.2,9.72,36.0,7.0,1.31,6.25,0.93,6.05,1.2,3.58,0.56,3.7,0.51,"Shi, Q et al 2021",,,103.41656812625028,3.752031521988548,-0.7786749749971903,2.751728886151352,1.5570300682767777,1.6526334266458336,0.6922850527940193,0.1768807388267907,1.0214118914564825,2.291573363294388,-1.397367172836786,-2.253740573739464,1.4568138195777351,0.0753846153846153,,11.64864864864865,22.216216216216218,,789,0,poor,0.9658411,0.9658411,0.017245527,0.016913334
63.13,0.78,20.34,7.401644809957768,6.66,1.8,0.32,0.48,3.45,0.08,0.11,1.6,,217.6,,,1.49,17.6,,,488.3,43.0,44.2,188.0,5.25,24.2,3.39,45.8,88.7,10.6,40.2,7.98,1.23,7.27,1.19,7.82,1.5,4.54,0.68,4.53,0.64,"Shi, Q et al 2021",,,106.15164480995776,3.764033261070855,-0.4848149625721628,2.901466203847288,2.1717301018430453,2.34963774938272,1.2999670156468348,-0.3539340341363184,0.0198448789976871,2.303085621541383,-1.3530107706868186,-1.893121812481348,5.06046511627907,0.0846590909090909,,10.110375275938187,19.58057395143488,,790,0,poor,0.95834154,0.95834154,0.02174701,0.019911403
72.91,0.03,15.6,0.37,0.332926,0.16,1.1,3.7,5.49,0.03,0.01,,,223.0,,,,4.0,,,139.0,72.0,4.0,53.0,,,9.0,,,,,,,,,,,,,,,R.K B. SINGH 2013,,,99.732926,7.241082800075089,-0.2440781434469282,6.322275840007492,3.100034648503348,3.402236165694313,3.1371073328127785,5.823774937012422,8.488839026715628,11.414683621944272,9.762508940073602,15.355489095128682,3.0972222222222223,,,,,,791,0,poor,0.92378986,0.92378986,0.058473483,0.017736632
72.03,0.01,16.17,0.21,0.188958,0.12,0.93,4.95,5.06,0.03,0.03,,,259.0,,,,9.0,,,67.0,43.0,11.0,10.0,,6.0,5.0,,,,,,,,,,,,,,,R.K B. SINGH 2013,,,99.72895800000002,7.34634755835323,-1.268264871390692,6.385861807716357,2.532309143565286,2.7584959518308763,2.6948250430504106,5.431695113542307,8.521746906251604,11.026907004923505,9.314002351342252,16.132325294340777,6.023255813953488,,,,,,793,0,poor,0.95751524,0.95751524,0.025124973,0.017359762
75.56,0.09,13.13,2.36,2.123528,0.18,0.73,1.41,6.67,0.01,0.08,,,280.0,,,,12.0,,,877.0,19.0,36.0,147.0,,17.0,8.0,48.83,93.95,12.04,40.93,7.81,0.81,5.86,0.97,6.67,1.38,3.1,0.75,3.71,0.49,R.K B. SINGH 2013,,,102.343528,6.87918448600576,0.4742726301791476,5.776708243103901,4.638210793507242,5.1463639738195965,3.276897125150432,5.410996179884728,7.363092097481516,11.30015048063581,8.016567308100575,16.825876310331505,14.736842105263158,,,13.161725067385444,25.32345013477089,,794,0,poor,0.9637944,0.9637944,0.019176869,0.017028725
75.12,0.09,13.64,2.41,2.168518,0.22,0.96,1.47,6.33,0.01,0.11,,,275.0,,,,9.0,,,783.0,39.0,32.0,149.0,,37.0,8.0,,,,,,,,,,,,,,,R.K B. SINGH 2013,,,102.528518,6.798530325485401,0.3920456855777005,5.725971202561187,4.563303395362065,5.061426968026296,3.372924515794019,5.60482368129078,7.340855894748538,11.162910683640426,7.886559116779595,17.051057103099577,7.051282051282051,,,,,,795,0,poor,0.9536076,0.9536076,0.02977967,0.016612666
76.1,0.11,13.91,1.53,1.376694,0.21,1.91,2.56,5.33,0.01,0.04,,,203.0,,,,4.0,,,503.0,104.0,6.0,144.0,,23.0,3.0,22.78,49.15,5.78,19.75,3.95,1.19,4.97,0.43,1.82,0.32,1.0,0.14,0.96,0.14,R.K B. SINGH 2013,,,103.086694,6.869764776759383,0.6669502557803946,5.839025795078292,4.186991389566974,4.634729261154133,3.320732907739825,6.347614201619417,8.101684584819171,11.306022512570934,8.299543459604019,16.33574723859723,1.9519230769230769,,,23.729166666666668,51.19791666666666,,796,0,poor,0.96003616,0.96003616,0.023182232,0.016781572
73.31,0.14,14.98,1.51,1.3586980000000002,0.17,0.9,3.54,5.43,0.2,0.01,,,284.0,,,,14.0,,,201.0,74.0,10.0,120.0,,37.0,13.0,14.06,31.58,3.93,13.77,4.07,0.7,4.47,0.63,2.89,0.42,0.82,0.08,0.49,0.06,R.K B. SINGH 2013,,,101.548698,6.722826704610461,0.7980948720846057,5.807921156940284,4.05965571619782,4.49034417911339,2.939983824267084,5.304300577388352,8.027548213089531,10.857515396515089,11.31150092134258,15.355489095128682,3.8378378378378377,,,28.69387755102041,64.44897959183673,,798,0,poor,0.9139741,0.9139741,0.06163129,0.024394551
75.06,0.14,14.26,1.46,1.313708,0.13,1.23,3.27,5.33,0.04,0.02,,,193.0,,,,5.0,,,692.0,154.0,2.0,134.0,,63.0,9.0,,,,,,,,,,,,,,,R.K B. SINGH 2013,,,102.253708,6.83999899437075,0.9017084778091742,5.870548277596786,4.146204662932195,4.58848146023928,2.799916002242594,5.774627891790632,8.165632489799814,11.105928156928774,9.714424217121238,15.845618166862955,1.2532467532467533,,,,,,801,0,poor,0.95696425,0.95696425,0.024764111,0.018271578
72.92,0.13,15.91,1.38,1.241724,0.38,0.69,2.95,4.96,0.06,0.01,,,208.0,,,,10.0,,,562.0,96.0,36.0,37.0,,10.0,4.0,,,,,,,,,,,,,,,R.K B. SINGH 2013,,,100.631724,6.816255199691092,0.8283099892112618,5.9829318469634565,4.095950923063053,4.531499075320127,3.953566703103247,5.331378506466061,8.153935240685872,11.126668189442569,10.328461243080492,15.355489095128682,2.1666666666666665,,,,,,802,0,poor,0.9431311,0.9431311,0.040483158,0.01638573
